x,y,ang,f1y,f2y
-0.0627881210233418,-0.023563552330034494,-0.16417050436138728,0.0048861377120799545,-0.008229703713758942
-0.03552988556346206,-0.0404182779088469,-0.14810034529254218,0.008815100848875051,-0.0037311232687694228
0.006510652533756283,0.0158511855040822,0.13518250989634273,-0.004013495899195549,-0.0011550256081702907
0.048874469869166014,-0.038102423564658025,0.14746307726136731,0.006070033413610494,0.003119052709600027
-0.0076424111402964914,-0.0010757582295067797,-0.18886818300737582,0.006087171786766125,-0.007810476356327838
-0.0247327284763677,-0.06504836219107746,0.11531736743118132,0.005932526576957994,0.006977856219911543
0.034721941005129375,0.032766783346955076,0.18070186422622228,0.006394332960878336,0.004486075243219529
-0.04609242883730961,0.05000641543493706,0.12081539143530937,-0.001984399233026903,0.007067519284901342
0.019732184974729533,-0.05671948986220055,0.11463475132996728,-0.00816153049307042,0.002813431972888931
0.00852117315634163,-0.06649515169532076,0.1139712655904847,0.0058364008413816695,-0.007299828097297021
-0.010468341368484613,-0.011482464898596402,-0.23142155648084545,0.0074809422756217745,0.0015858337860673085
0.041984619085643854,-0.017566252790485425,-0.1586077520762434,-0.002497445797218247,0.005475266591264126
-0.04184977571465356,0.056102309384075906,-0.13364606623498018,0.007801119085802095,-0.003603686855657571
-0.0323151622705978,-0.061222124099554756,0.2333212037943745,0.004314938067715456,0.004378583653678311
-0.009116111471815368,0.06353015375042492,0.16107733337785674,0.00188739676457432,-0.007904707026778625
0.03184916896481064,0.05106361755978894,-0.2531013267050508,-0.0013820041771751574,-0.004839354373981051
0.06846249644032655,-0.006666113656024667,-0.2102842127353435,0.0022519326361741237,0.009047735019517155
-0.006320995328669927,0.014056326112206625,-0.14581191141954808,0.003689210169035166,-0.0015722420983203516
0.06969816977870402,0.006413101154432758,0.1366873834064703,0.005865758392253893,-0.004262470102366868
-0.047863870980851445,-0.01901594158612277,0.11205732742927488,0.009514296346505248,0.009484914378080888
0.019149214566258385,-0.005181468794897445,0.2584447902362436,0.0029489820305251668,-0.002926312105703468
0.0008159166758013921,0.06636158751448147,-0.23620900765799163,0.0051948524007395785,0.0056989154167200965
0.05714627769996995,0.04035015970638756,0.23686979351100296,-0.0038770256104292368,-0.00889175632610743
0.04966177237998107,0.04420620709598011,-0.14145067720840032,0.0004003828238362452,0.00532034596820723
0.002772407346392088,-0.02270061013498755,-0.10220653875245883,0.003981724756230376,0.0011318330511593654
0.04853213876154323,0.02028732864516144,0.2613000795731745,-0.0030650056369956836,-0.006068724806720583
-0.02902148950937332,-0.06349977387304427,-0.1483255379816909,0.001936295073671556,0.007177951318979905
-0.05465462800192631,-0.030539020034840846,0.10692492890946131,0.008322096811915062,-0.00397493467906461
-0.06293127115806427,0.01614178356583266,0.10286034940665786,0.0008571703819717415,-0.008804941659510493
0.02329550959786856,-0.048277422660516225,0.23286447308278052,0.00712162064500931,0.009531699748785384
0.03035122247930092,-0.03791309467329139,0.1130646343693893,-0.0026634880093160777,-0.006733368290015956
-0.06355292686700682,0.0036185885354326312,-0.2490812721578068,-0.006589783765942674,0.003159881392266129
0.009784421821318163,-0.009080125770879882,0.23630145505398148,0.005067843708565015,0.007582986662343126
-0.028370926937478443,-0.06225742223563221,0.1121388289902735,-0.0066544454535860595,0.0009546718687267856
-0.05505121062815717,-0.024057527765565495,0.1985864003605332,0.007887502122042577,0.006241773887681304
-0.05327358530223124,0.0030876548557909438,0.17753659133266217,0.0036897336770240693,-0.007638747238379175
0.06269981887015745,0.019330297225734105,-0.15647673063507944,0.008235064527712376,0.006842627656702507
-0.043001156785233814,-0.0005351936546763474,-0.12726888980698808,-0.006937717176617551,0.0007887955413598997
0.03326720671043512,-0.01460755435565276,0.18933171547984723,0.009815233690780639,-0.003820665411864075
0.05901309431360242,0.0011267054899630907,-0.21073249240079026,0.004008189282938999,0.005095445859971541
-0.019002389353196966,0.018281998132720634,0.19107143000660026,-0.0030066183531070175,0.0085268851821834
-0.046204337777925285,0.014850637710056921,-0.1947821469456496,-0.002636787987792582,-0.007497938718424757
0.020206792141956115,-0.009097572358306449,0.17361859977980845,0.0030447388019476714,-0.000132688963441676
0.0027967773703157983,-0.04722824915669558,0.1936364049387289,0.003303817760071272,0.006839996574376906
0.0274487465388301,0.015771840724360487,0.16632139562709142,0.003737962834714517,-0.0006606201758959998
0.020195331924311756,-0.021701934044824324,0.17771957991479084,-0.0033029786989729653,-0.0019173295465109413
0.011727066867495077,0.030848261726542172,0.2219741336183002,-0.007647017056549649,-0.0070615950936704875
-0.0466659711714518,-0.005154278970239084,0.196797046908602,0.0032723418923840016,-0.00370979940840688
-0.026093795783413577,-0.021146788431595287,-0.18136815805531548,0.007504977659392538,-0.0030830790780146658
0.004911761652369822,-0.04881367784170241,-0.16111526016640637,-0.0003731713302712464,-0.00612598786118608
0.016448790946074036,-0.06235132024179804,-0.23996074889651867,-0.004828884924519852,0.003250704288162605
0.03244635772931236,-0.05875502963253168,0.1098790192391951,0.009626445588823194,-0.004569629922526808
0.03778565353014857,0.018796295777713537,0.25033899624973927,0.008663191711058461,0.001229213488563547
0.04537218006912357,0.005553569290473521,0.2019993475301346,0.007549243525594379,-0.005140572172185922
0.014685492021592866,0.014755817706359621,0.1675184413741172,-0.006629283858145563,0.000439866811742122
-0.03780081311079086,-0.05541821354142235,-0.1500372481725686,0.0058762385047302825,0.004539984646507426
-0.021989860860823548,-0.040171826566766516,0.22642015806722782,0.002702514517423614,-0.009852280658717216
-0.030038956438713814,-5.27939828310328e-05,-0.22095407858009714,0.0049782148144457295,-0.004799784582659867
0.030649573286921857,0.06206371278758656,0.14875318748642408,-0.007208606815748102,0.0009400609368843422
-0.030209267724743773,0.04125896773093521,-0.19792173105889965,0.004013702921507444,0.0027459772078087252
0.05643837695209499,0.011663363022032002,0.2234027161246035,-0.008237798577468258,0.001245023969678169
-0.05566358205816966,0.016929151927937147,0.14783618297270684,-0.0016053752795993376,0.005843983300373884
-0.0069394431549628585,0.03982136379778166,0.25635846081092994,-0.004641730604643719,0.003970691061431879
-0.04374276261929944,-0.020735884834638736,-0.11437982051865495,0.0064223017678094515,-0.005438752982090458
0.06806991286001761,0.010328429474668053,0.12092608711663819,-0.0035367330087439156,-0.0011328954265536501
0.03990368880999817,-0.021579412308905914,0.1777969911236496,-0.0016773650252035026,-0.0008437630859280502
0.02586537105867918,0.06501516242153244,0.18297438665657606,-0.0013290946499124236,-0.00422631806930839
0.004746917102665756,-0.05836237660851848,-0.10174078717979437,-0.00929839554953569,0.009144141163069908
-0.006495549065503478,-0.01725255747902911,0.17573768091779962,0.0009731618299214807,0.008111304456318405
0.017136925979260385,0.034070506679414976,-0.13194370801720604,-0.0033200534065488995,0.009476917409052125
0.000580644031556463,-0.025682156009741327,0.1927834673507099,-0.002181762323432354,0.009434770811162863
